created_at,updated_at,name,display_name
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',community,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',compare properties to determine a competitive market price,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',compile information and technical terms into glossaries and terminology databases to be used in their oral renditions and translations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',compile reports on various aspects of changes in production or inventory,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',compile statistical data and other information for fuher analysis,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',complete and consistent in style,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',completing a task,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',comply with state and federal laws regarding waste disposal,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',composting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',compute bills and charges,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',compute taxes owed,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',computer programming,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct background research on survey topics,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct bio logical tests and experiments,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct drills and physical fitness training,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct field audits and investigations of income tax returns to verify information or to update tax liabilities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct initial meetings with disputants to outline the arbitration process,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct laboratory tests on samples collected in the field,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct pollution surveys and for which they collect and analyze samples such as samples of air and ground quality,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct preflight inspections of emergency equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct quality control checks clean and maintain work area and tools and other equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct research and analysis of legal problems,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct research and experiments to improve the productivity and sustainability of field crops and farm animals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct research on relevant laws and regulations and legal articles,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct research to develop new and improved manufacturing processes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct research to improve understanding of weather phenomena,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',edit documents,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct research to obtain factual information and authentic detail,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct research via surveys and interviews and focus groups,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct scientific studies of behavior and brain function,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct scientific tests on samples to determine their content and characteristics,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct security checks over a specified area,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct surveillance,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct surveys and collect data,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct tests including evaluating a patients posture and taking x rays,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conduct traffic stops and issue citations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',confectionery,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',confer with engineers about preparing plans,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',confer with management or engineering staff to determine quality and reliability standards,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',connect electrical wiring to control panels and electric motors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',connect pv panels to the electrical system,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',connect students to other resources in their communities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consider construction costs and government regulations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consider how the space will be used and how people will move through the space,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult and collaborate with doctors and other healthcare professionals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult equipment operating manuals and blueprints and drawings,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult with clients to determine requirements for designs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult with customers and read work orders and and determine work required,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult with employers to identify employment needs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult with managers to determine the role of it systems in an organization,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult with other executives and staff and board members about general operations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',consult with physicians to develop patient treatment plans,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',contact companies or people to ask if they need a loan,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',contact new and existing customers to discuss their needs and explain how specific products and services can meet these needs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',contact prospective clients to present information and explain available services,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',contact references and perform background checks on job applicants,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',contact taxpayers to address problems and to request supporting documentation,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',control all ground traffic at airport runways and taxiways,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',control building access for employees and visitors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',control power generating equipment and which may use any one type of fuel such as coal and nuclear power or natural gas,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',convert concepts in the source language to equivalent concepts in the target language,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',convert video and audio records to digital formats for editing on computers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',conveyor operators and tenders and crane and tower operators and dredge operators and excavating and loading machine dragline operators and hoist and winch operators and derrick operators and industrial truck and tractor operators and underground mining loading machine operators,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cooking,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',coordinate and supervise the work activities of specialists and support staff,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',coordinate the dispatch of emergency response personnel to accident scenes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',coordinate the work of survey interviewers and data collectors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cosplaying,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',counsel and discipline students observe teachers and evaluate their performance,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',counsel patients on nutrition issues and healthy eating habits,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',count and measure trees during tree measuring efforts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',count the cash int heir drawer at the start of their shift,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',couponing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cover floors and furniture and trim with drop cloths tarps and masking tape to protect surfaces,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',craft,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create a strong fundraising message that appeals to poitential donors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create and carry out an individualized treatment plan that addresses specific functional needs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create and manage a system to maintain and preserve electronic records,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create and manage training budgets,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create and modify maps or other visual representations of geographic data,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create and test applications for a website,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create lesson plans and assignments,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create lesson plans to teach students a subject such as science or history,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create lesson plans to teach students subjects such as reading and science and social studies and math,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create new food products and develop new and better ways to process and package and deliver them,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create patient care plans or contribute to existing plans,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create plans and layouts for data communication networks,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create sketches and templates or models to guide their work,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create visual elements such as logos and original images and and illustrations that help deliver a desired message,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create visual representations of data,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',create work orders for ophthalmic laboratory technicians,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',creative writing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cricket,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',crocheting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cross stitching,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cross stitch,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',crossword puzzles,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cryptography,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cue sports,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',curling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',customize data collection methods according to a particular region and specialty or project,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cut down trees,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cut glass to the specified size and shape,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cut meats and poultry and and seafood and prepare them fr cooking,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cut or prepare meats to specification or customers orders,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cut and debone or grind pieces of meat,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cut anddry and style hair,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',cycling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',dance,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',dancing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',darts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',daydreaming,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',debate,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',debating,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',decide how best to use a plants workers and equipment to meet production goals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',decide if the procedure is being conducted according to the rules of law,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',decide on a theme for a collection,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',decide the appropriate amount the insurance company should pay,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',decide what data are needed to answer specific questions or problems,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',deltiology postcard collecting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',demonstrate or explain how to perform various exercise and routines to minimize injuries and improve fitness,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',design and conduct studies that investigate both human diseases and methods to prevent and treat them,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',design and create jewelry from precious metals and stones,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',design and fabricate orthopedic and prosthetic devices based on physicians prescriptions,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',design and implement workplace processes and procedures that help protect workers from hazardous work conditions,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',design biomedical equipment and devices,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',design each piece of an application or system and plan how the pieces will work together,
