"created_at","action_name","path_name"
'2022-11-06 00:16:49.031',"help customers select products to meet customers needs product specifications and regulations","wholesale and manufacturing sales representatives"
'2022-11-06 00:16:49.031',"check the overall condition of the aircraft before and after every flight","airline and commercial pilots"
'2022-11-06 00:16:49.031',"ensure that the aircraft is balanced and below its weight limit","airline and commercial pilots"
'2022-11-06 00:16:49.031',"verify that the fuel supply is adequate and that weather conditions are acceptable","airline and commercial pilots"
'2022-11-06 00:16:49.031',"prepare and submit flight plans to air traffic control","airline and commercial pilots"
'2022-11-06 00:16:49.031',"monitor and direct the movement of aircraft on the ground and in the air","air traffic controllers"
'2022-11-06 00:16:49.031',"control all ground traffic at airport runways and taxiways","air traffic controllers"
'2022-11-06 00:16:49.031',"issue landing and takeoff instructions to pilots","air traffic controllers"
'2022-11-06 00:16:49.031',"transfer control of departing flights to other traffic control centers and accept control of arriving flights","air traffic controllers"
'2022-11-06 00:16:49.031',"inform pilots about weather runway closures and other critical information","air traffic controllers"
'2022-11-06 00:16:49.031',"pick up and drop off passengers at designated locations","bus drivers"
'2022-11-06 00:16:49.031',"follow a planned route according to a time schedule","bus drivers"
'2022-11-06 00:16:49.031',"help disabled passengers get on and off the bus","bus drivers"
'2022-11-06 00:16:49.031',"obey traffic laws and state and federal transit regulations","bus drivers"
'2022-11-06 00:16:49.031',"follow procedures to ensure passenger safety","bus drivers"
'2022-11-06 00:16:49.031',"keep passengers informed of possible delays","bus drivers"
'2022-11-06 00:16:49.031',"perform basic maintenance","bus drivers"
'2022-11-06 00:16:49.031',"keep the bus clean and presentable to the public","bus drivers"
'2022-11-06 00:16:49.031',"load and unload their cargo","delivery truck drivers and driver or sales workers"
'2022-11-06 00:16:49.031',"communicate with customers to determine pickup and delivery needs","delivery truck drivers and driver or sales workers"
'2022-11-06 00:16:49.031',"report any incidents they encounter on the road to a dispatcher","delivery truck drivers and driver or sales workers"
'2022-11-06 00:16:49.031',"follow all applicable traffic laws","delivery truck drivers and driver or sales workers"
'2022-11-06 00:16:49.031',"report serious mechanical problems to the appropriate personnel","delivery truck drivers and driver or sales workers"
'2022-11-06 00:16:49.031',"keep their truck and associated equipment clean and in good working order","delivery truck drivers and driver or sales workers"
'2022-11-06 00:16:49.031',"accept payments for the shipment","delivery truck drivers and driver or sales workers"
'2022-11-06 00:16:49.031',"participate in preflight briefings with the pilots to discuss cabin conditions and flight details","flight attendants"
'2022-11-06 00:16:49.031',"conduct preflight inspections of emergency equipment","flight attendants"
'2022-11-06 00:16:49.031',"demonstrate the use of safety equipment and emergency equipment","flight attendants"
'2022-11-06 00:16:49.031',"ensure that passengers have their seatbelts fastened when required and that all other safety requirements are observed","flight attendants"
'2022-11-06 00:16:49.031',"serve and sell beverages meals or snacks","flight attendants"
'2022-11-06 00:16:49.031',"take care of passengers needs particularly those with special needs","flight attendants"
'2022-11-06 00:16:49.031',"manually move material from one place to another","hand laborers and material movers"
'2022-11-06 00:16:49.031',"pack or wrap products by hand","hand laborers and material movers"
'2022-11-06 00:16:49.031',"keep a record of the material they move","hand laborers and material movers"
'2022-11-06 00:16:49.031',"signal machine operators to help move material","hand laborers and material movers"
'2022-11-06 00:16:49.031',"clean cars equipment and workplaces","hand laborers and material movers"
'2022-11-06 00:16:49.031',"drive long distances","heavy and tractor trailer truck drivers"
'2022-11-06 00:16:49.031',"report to a dispatcher any incidents encountered on the road","heavy and tractor trailer truck drivers"
'2022-11-06 00:16:49.031',"follow all applicable traffic laws secure cargo for transport using ropes blocks chains or covers","heavy and tractor trailer truck drivers"
'2022-11-06 00:16:49.031',"inspect their trailers before and after the trip and record any defects they find","heavy and tractor trailer truck drivers"
'2022-11-06 00:16:49.031',"maintain a log of their working hours following all federal and state regulations","heavy and tractor trailer truck drivers"
'2022-11-06 00:16:49.031',"conveyor operators and tenders crane and tower operators dredge operators excavating and loading machine dragline operators hoist and winch operators derrick operators industrial truck and tractor operators underground mining loading machine operators","material moving machine operators"
'2022-11-06 00:16:49.031',"drive taxicabs limousines company cars or privately owned vehicles to transport passengers","taxi drivers ride hailing drivers and chauffeurs"
'2022-11-06 00:16:49.031',"pick up passengers and listen to where they want to go","taxi drivers ride hailing drivers and chauffeurs"
'2022-11-06 00:16:49.031',"help passengers load and unload their luggage","taxi drivers ride hailing drivers and chauffeurs"
'2022-11-06 00:16:49.031',"obey all traffic laws","taxi drivers ride hailing drivers and chauffeurs"
'2022-11-06 00:16:49.031',"check the car for problems and do basic maintenance","taxi drivers ride hailing drivers and chauffeurs"
'2022-11-06 00:16:49.031',"keep the inside and outside of their car clean","taxi drivers ride hailing drivers and chauffeurs"
'2022-11-06 00:16:49.031',"operate wheelchair lifts when needed","taxi drivers ride hailing drivers and chauffeurs"
'2022-11-06 00:16:49.031',"operate and maintain nonmilitary vessels","water transportation workers"
'2022-11-06 00:16:49.031',"follow their vessels strict chain of command","water transportation workers"
'2022-11-06 00:16:49.031',"ensure the safety of all people and cargo on board","water transportation workers"
